"행정구역별(읍면동)","연령별","시점","총인구(명)","총인구_남자(명)","총인구_여자(명)","총인구_성비","내국인(명)","내국인_남자(명)","내국인_여자(명)","내국인_성비",
"경기도","15세미만","2019 년","1811514","928861","882653","105.2","1781766","913805","867961","105.3",
"경기도","15세미만","2020 년","1794750","919684","875066","105.1","1764190","904304","859886","105.2",
"경기도","15세미만","2021 년","1767807","905149","862658","104.9","1734795","888464","846331","105",
"경기도","15세미만","2022 년","1713967","877303","836664","104.9","1678369","859347","819022","104.9",
"경기도","15세미만","2023 년","1654215","846658","807557","104.8","1619704","829135","790569","104.9",
"경기도","15~64세","2015 년","9298621","4789725","4508896","106.2","8877648","4534955","4342693","104.4",
"경기도","15~64세","2016 년","9450410","4868064","4582346","106.2","9013821","4602875","4410946","104.4",
"경기도","15~64세","2017 년","9564756","4934494","4630262","106.6","9106760","4656784","4449976","104.6",
"경기도","15~64세","2018 년","9741160","5032766","4708394","106.9","9229612","4721247","4508365","104.7",
"경기도","15~64세","2019 년","9859526","5101107","4758419","107.2","9321361","4772523","4548838","104.9",
"경기도","15~64세","2020 년","9958841","5137982","4820859","106.6","9438125","4828250","4609875","104.7",
"경기도","15~64세","2021 년","10009966","5166945","4843021","106.7","9506647","4870813","4635834","105.1",
"경기도","15~64세","2022 년","10012763","5177303","4835460","107.1","9488239","4866146","4622093","105.3",
"경기도","15~64세","2023 년","10038394","5199610","4838784","107.5","9465958","4854971","4610987","105.3",
"경기도","65세이상","2015 년","1301808","553077","748731","73.9","1285698","545933","739765","73.8",
"경기도","65세이상","2016 년","1359257","580029","779228","74.4","1341654","572398","769256","74.4",
"경기도","65세이상","2017 년","1445711","622666","823045","75.7","1425704","614095","811609","75.7",
"경기도","65세이상","2018 년","1529871","662519","867352","76.4","1507093","652872","854221","76.4",
"경기도","65세이상","2019 년","1629860","710480","919380","77.3","1602978","698866","904112","77.3",
"경기도","65세이상","2020 년","1758085","770701","987384","78.1","1725899","757164","968735","78.2",
"경기도","65세이상","2021 년","1874756","826629","1048127","78.9","1839883","811841","1028042","79",
"경기도","65세이상","2022 년","1991097","883957","1107140","79.8","1950294","866500","1083794","80",
"경기도","65세이상","2023 년","2122758","948183","1174575","80.7","2077126","928879","1148247","80.9",
"경기도","85세이상","2015 년","105094","27540","77554","35.5","104452","27326","77126","35.4",
"경기도","85세이상","2016 년","113866","30195","83671","36.1","113196","29993","83203","36",
"경기도","85세이상","2017 년","123774","33365","90409","36.9","123195","33214","89981","36.9",
"경기도","85세이상","2018 년","135545","37038","98507","37.6","134921","36908","98013","37.7",
"경기도","85세이상","2019 년","151103","42158","108945","38.7","150191","41890","108301","38.7",
"경기도","85세이상","2020 년","169349","48037","121312","39.6","168432","47847","120585","39.7",
"경기도","85세이상","2021 년","186629","53946","132683","40.7","185608","53734","131874","40.7",
"경기도","85세이상","2022 년","198147","58541","139606","41.9","196939","58262","138677","42",
"경기도","85세이상","2023 년","215239","64671","150568","43","213742","64296","149446","43",
"경기도","평균연령","2015 년","38.8","37.9","39.7","","38.8","37.9","39.7","",
"경기도","평균연령","2016 년","39.3","38.4","40.2","","39.3","38.4","40.2","",
"경기도","평균연령","2017 년","39.8","38.9","40.7","","39.8","38.9","40.7","",
"경기도","평균연령","2018 년","40.3","39.3","41.2","","40.3","39.4","41.2","",
"경기도","평균연령","2019 년","40.8","39.9","41.8","","40.9","40","41.8","",
"경기도","평균연령","2020 년","41.3","40.4","42.3","","41.4","40.5","42.3","",
"경기도","평균연령","2021 년","41.9","40.9","42.8","","41.9","41","42.9","",
"경기도","평균연령","2022 년","42.4","41.5","43.4","","42.5","41.6","43.5","",
"경기도","평균연령","2023 년","43","42","44","","43.1","42.2","44.1","",
"경기도","중위연령","2015 년","39.5","38.6","40.4","","39.6","38.8","40.4","",
"경기도","중위연령","2016 년","40","39.1","41","","40.2","39.4","41","",
"경기도","중위연령","2017 년","40.5","39.6","41.5","","40.7","39.9","41.6","",
"경기도","중위연령","2018 년","41","40","42.1","","41.3","40.4","42.2","",
"경기도","중위연령","2019 년","41.5","40.5","42.7","","41.9","40.9","42.8","",
"경기도","중위연령","2020 년","42","41","43.2","","42.3","41.4","43.3","",
"경기도","중위연령","2021 년","42.6","41.7","43.8","","42.9","42","43.9","",
"경기도","중위연령","2022 년","43.2","42.2","44.4","","43.5","42.6","44.6","",
"경기도","중위연령","2023 년","43.9","42.8","45","","44.2","43.3","45.2","",
"강원특별자치도","합계","2015 년","1518040","768241","749799","102.5","1499734","758601","741133","102.4",
"강원특별자치도","합계","2016 년","1521751","769461","752290","102.3","1502387","759122","743265","102.1",
"강원특별자치도","합계","2017 년","1521386","769043","752343","102.2","1500390","757764","742626","102",
"강원특별자치도","합계","2018 년","1520391","768604","751787","102.2","1496242","755527","740715","102",
"강원특별자치도","합계","2019 년","1520127","767717","752410","102","1493119","753098","740021","101.8",
"강원특별자치도","합계","2020 년","1521763","767674","754089","101.8","1497109","754831","742278","101.7",
"강원특별자치도","합계","2021 년","1521890","767067","754823","101.6","1497308","754354","742954","101.5",
"강원특별자치도","합계","2022 년","1528037","770518","757519","101.7","1500404","755752","744652","101.5",
"강원특별자치도","합계","2023 년","1528014","770824","757190","101.8","1494874","752636","742238","101.4",
"강원특별자치도","0~4세","2015 년","58045","29681","28364","104.6","57864","29581","28283","104.6",
"강원특별자치도","0~4세","2016 년","56307","28676","27631","103.8","56153","28592","27561","103.7",
"강원특별자치도","0~4세","2017 년","52755","26958","25797","104.5","52636","26893","25743","104.5",
"강원특별자치도","0~4세","2018 년","50189","25640","24549","104.4","50042","25567","24475","104.5",
"강원특별자치도","0~4세","2019 년","47941","24485","23456","104.4","47717","24373","23344","104.4",
"강원특별자치도","0~4세","2020 년","45588","23331","22257","104.8","45372","23226","22146","104.9",
"강원특별자치도","0~4세","2021 년","42754","21836","20918","104.4","42558","21732","20826","104.4",
"강원특별자치도","0~4세","2022 년","40923","20892","20031","104.3","40696","20773","19923","104.3",
"강원특별자치도","0~4세","2023 년","38785","19768","19017","103.9","38561","19650","18911","103.9",
"강원특별자치도","5~9세","2015 년","63331","32755","30576","107.1","63160","32678","30482","107.2",
"강원특별자치도","5~9세","2016 년","63701","32878","30823","106.7","63520","32790","30730","106.7",
"강원특별자치도","5~9세","2017 년","62989","32368","30621","105.7","62903","32332","30571","105.8",
"강원특별자치도","5~9세","2018 년","61506","31536","29970","105.2","61403","31487","29916","105.3",
"강원특별자치도","5~9세","2019 년","60559","31058","29501","105.3","60404","30980","29424","105.3",
"강원특별자치도","5~9세","2020 년","59507","30432","29075","104.7","59355","30353","29002","104.7",
"강원특별자치도","5~9세","2021 년","57870","29586","28284","104.6","57686","29494","28192","104.6",
"강원특별자치도","5~9세","2022 년","54717","28071","26646","105.3","54492","27958","26534","105.4",
"강원특별자치도","5~9세","2023 년","51697","26508","25189","105.2","51525","26425","25100","105.3",
"강원특별자치도","10~14세","2015 년","72393","37782","34611","109.2","72288","37729","34559","109.2",
"강원특별자치도","10~14세","2016 년","67581","35129","32452","108.2","67469","35073","32396","108.3",
"강원특별자치도","10~14세","2017 년","65912","34317","31595","108.6","65841","34285","31556","108.6",
"강원특별자치도","10~14세","2018 년","64623","33589","31034","108.2","64521","33540","30981","108.3",
"강원특별자치도","10~14세","2019 년","63115","32744","30371","107.8","62983","32681","30302","107.9",
"강원특별자치도","10~14세","2020 년","63319","32728","30591","107","63225","32688","30537","107",
"강원특별자치도","10~14세","2021 년","63908","33071","30837","107.2","63792","33010","30782","107.2",
"강원특별자치도","10~14세","2022 년","63495","32734","30761","106.4","63366","32660","30706","106.4",
"강원특별자치도","10~14세","2023 년","61991","31977","30014","106.5","61863","31909","29954","106.5",
"강원특별자치도","15~19세","2015 년","97756","52068","45688","114","97302","51874","45428","114.2",
"강원특별자치도","15~19세","2016 년","94329","50246","44083","114","93835","50012","43823","114.1",
"강원특별자치도","15~19세","2017 년","89850","47915","41935","114.3","89224","47592","41632","114.3",
"강원특별자치도","15~19세","2018 년","85220","45359","39861","113.8","84452","44940","39512","113.7",
"강원특별자치도","15~19세","2019 년","79998","42385","37613","112.7","79303","42048","37255","112.9",
"강원특별자치도","15~19세","2020 년","72734","38538","34196","112.7","72366","38340","34026","112.7",
"강원특별자치도","15~19세","2021 년","68221","35983","32238","111.6","67808","35747","32061","111.5",
"강원특별자치도","15~19세","2022 년","67850","35912","31938","112.4","67146","35524","31622","112.3",
"강원특별자치도","15~19세","2023 년","67019","35176","31843","110.5","66029","34654","31375","110.5",
"강원특별자치도","20~24세","2015 년","107921","62790","45131","139.1","104816","61228","43588","140.5",
"강원특별자치도","20~24세","2016 년","109384","62987","46397","135.8","105907","61068","44839","136.2",
"강원특별자치도","20~24세","2017 년","107260","61508","45752","134.4","103149","59138","44011","134.4",
"강원특별자치도","20~24세","2018 년","105492","60397","45095","133.9","100643","57582","43061","133.7",
"강원특별자치도","20~24세","2019 년","102735","58406","44329","131.8","97721","55459","42262","131.2",
"강원특별자치도","20~24세","2020 년","99186","56128","43058","130.4","95232","53877","41355","130.3",
"강원특별자치도","20~24세","2021 년","94687","53523","41164","130","91223","51620","39603","130.3",
"강원특별자치도","20~24세","2022 년","91657","51836","39821","130.2","87750","49611","38139","130.1",
"강원특별자치도","20~24세","2023 년","87432","49414","38018","130","82793","46701","36092","129.4",
"강원특별자치도","25~29세","2015 년","80314","45570","34744","131.2","76777","43659","33118","131.8",
"강원특별자치도","25~29세","2016 년","82158","46644","35514","131.3","78496","44637","33859","131.8",
"강원특별자치도","25~29세","2017 년","84879","48381","36498","132.6","81027","46216","34811","132.8",
"강원특별자치도","25~29세","2018 년","86744","49825","36919","135","82242","47198","35044","134.7",
"강원특별자치도","25~29세","2019 년","87962","50362","37600","133.9","82877","47444","35433","133.9",
"강원특별자치도","25~29세","2020 년","89166","51128","38038","134.4","84339","48375","35964","134.5",
